Model,MDO34,
-0.0889,-0.9,0.08
-0.08888,-0.94,0.08
-0.08886,-0.9,0.04
-0.08884,-0.94,0.04
-0.08882,-0.94,0.04
-0.0888,-0.94,0.04
-0.08878,-0.9,0.08
-0.08876,-0.94,0.08
-0.08874,-0.94,0.08
-0.08872,-0.94,0.04
-0.0887,-0.94,0.04
-0.08868,-0.94,0.04
-0.08866,-0.94,0.04
-0.08864,-0.94,0
-0.08862,-0.94,0.04
-0.0886,-0.94,0.04
-0.08858,-0.98,0.04
-0.08856,-0.98,0.04
-0.08854,-0.94,0
-0.08852,-0.94,0
-0.0885,-0.98,0.04
-0.08848,-0.98,0.04
-0.08846,-0.98,0.04
-0.08844,-0.94,0.04
-0.08842,-0.98,0
-0.0884,-0.94,0.04
-0.08838,-0.94,0
-0.08836,-0.98,0.04
-0.08834,-0.98,0
-0.08832,-1.02,0
-0.0883,-0.98,0
-0.08828,-1.02,0
-0.08826,-0.98,0
-0.08824,-1.02,0
-0.08822,-1.02,0
-0.0882,-1.02,0
-0.08818,-0.98,0.04
-0.08816,-0.98,0
-0.08814,-1.02,-0.04
-0.08812,-1.02,0
-0.0881,-0.98,-0.04
-0.08808,-1.02,-0.04
-0.08806,-1.02,-0.04
-0.08804,-1.02,-0.04
-0.08802,-1.02,0
-0.088,-1.02,0
-0.08798,-1.02,0
-0.08796,-1.02,-0.04
-0.08794,-1.02,0
-0.08792,-0.98,-0.04
-0.0879,-1.02,-0.04
-0.08788,-1.02,-0.08
-0.08786,-1.02,-0.04
-0.08784,-1.06,-0.04
-0.08782,-1.06,-0.04
-0.0878,-1.02,-0.04
-0.08778,-1.02,-0.04
-0.08776,-1.02,-0.04
-0.08774,-1.02,-0.04
-0.08772,-0.98,-0.04
-0.0877,-1.02,-0.04
-0.08768,-1.02,-0.04
-0.08766,-1.06,-0.04
-0.08764,-1.02,-0.04
-0.08762,-1.06,-0.04
-0.0876,-1.02,-0.04
-0.08758,-1.02,-0.08
-0.08756,-1.02,-0.08
-0.08754,-1.02,-0.08
-0.08752,-1.02,-0.08
-0.0875,-1.06,0
-0.08748,-0.98,-0.08
-0.08746,-1.06,-0.08
-0.08744,-1.02,-0.04
-0.08742,-1.02,-0.08
-0.0874,-1.02,-0.08
-0.08738,-1.02,-0.08
-0.08736,-1.02,-0.08
-0.08734,-1.02,-0.08
-0.08732,-1.02,-0.08
-0.0873,-1.02,-0.12
-0.08728,-1.02,-0.12
-0.08726,-1.02,-0.04
-0.08724,-1.02,-0.08
-0.08722,-0.98,-0.12
-0.0872,-1.02,-0.12
-0.08718,-1.02,-0.12
-0.08716,-1.02,-0.08
-0.08714,-0.98,-0.12
-0.08712,-1.02,-0.12
-0.0871,-0.98,-0.12
-0.08708,-1.02,-0.12
-0.08706,-1.02,-0.12
-0.08704,-1.02,-0.12
-0.08702,-1.02,-0.12
-0.087,-1.02,-0.12
-0.08698,-0.98,-0.12
-0.08696,-1.02,-0.12
-0.08694,-1.02,-0.08
-0.08692,-1.02,-0.12
-0.0869,-0.98,-0.12
-0.08688,-0.98,-0.12
-0.08686,-0.98,-0.12
-0.08684,-0.98,-0.16
-0.08682,-0.98,-0.12
-0.0868,-0.98,-0.12
-0.08678,-0.94,-0.12
-0.08676,-0.98,-0.12
-0.08674,-0.98,-0.16
-0.08672,-0.98,-0.12
-0.0867,-0.94,-0.12
-0.08668,-0.98,-0.12
-0.08666,-0.94,-0.12
-0.08664,-0.98,-0.12
-0.08662,-0.98,-0.12
-0.0866,-0.98,-0.16
-0.08658,-0.98,-0.12
-0.08656,-0.94,-0.16
-0.08654,-0.94,-0.16
-0.08652,-0.98,-0.16
-0.0865,-0.94,-0.16
-0.08648,-0.98,-0.16
-0.08646,-0.94,-0.16
-0.08644,-0.9,-0.16
-0.08642,-0.94,-0.16
-0.0864,-0.9,-0.2
-0.08638,-0.94,-0.16
-0.08636,-0.94,-0.16
-0.08634,-0.94,-0.16
-0.08632,-0.9,-0.16
-0.0863,-0.94,-0.2
-0.08628,-0.9,-0.12
-0.08626,-0.9,-0.16
-0.08624,-0.9,-0.16
-0.08622,-0.9,-0.16
-0.0862,-0.9,-0.16
-0.08618,-0.9,-0.2
-0.08616,-0.9,-0.16
-0.08614,-0.9,-0.2
-0.08612,-0.86,-0.16
-0.0861,-0.9,-0.16
-0.08608,-0.86,-0.16
-0.08606,-0.86,-0.2
-0.08604,-0.86,-0.2
-0.08602,-0.86,-0.2
-0.086,-0.82,-0.2
-0.08598,-0.82,-0.2
-0.08596,-0.82,-0.2
-0.08594,-0.86,-0.2
-0.08592,-0.86,-0.24
-0.0859,-0.82,-0.16
-0.08588,-0.82,-0.2
-0.08586,-0.78,-0.2
-0.08584,-0.82,-0.2
-0.08582,-0.78,-0.2
-0.0858,-0.82,-0.2
-0.08578,-0.82,-0.2
-0.08576,-0.82,-0.2
-0.08574,-0.82,-0.24
-0.08572,-0.78,-0.2
-0.0857,-0.78,-0.2
-0.08568,-0.78,-0.16
-0.08566,-0.82,-0.2
-0.08564,-0.74,-0.24
-0.08562,-0.74,-0.2
-0.0856,-0.78,-0.2
-0.08558,-0.74,-0.24
-0.08556,-0.74,-0.16
-0.08554,-0.78,-0.2
-0.08552,-0.74,-0.24
-0.0855,-0.74,-0.2
-0.08548,-0.78,-0.2
-0.08546,-0.74,-0.24
-0.08544,-0.7,-0.2
-0.08542,-0.74,-0.24
-0.0854,-0.7,-0.24
-0.08538,-0.7,-0.24
-0.08536,-0.7,-0.2
-0.08534,-0.66,-0.16
-0.08532,-0.7,-0.24
-0.0853,-0.66,-0.24
-0.08528,-0.66,-0.24
-0.08526,-0.66,-0.2
-0.08524,-0.66,-0.24
-0.08522,-0.62,-0.24
-0.0852,-0.66,-0.24
-0.08518,-0.62,-0.24
-0.08516,-0.66,-0.2
-0.08514,-0.62,-0.24
-0.08512,-0.62,-0.24
-0.0851,-0.66,-0.24
-0.08508,-0.58,-0.24
-0.08506,-0.62,-0.24
-0.08504,-0.58,-0.24
-0.08502,-0.58,-0.24
-0.085,-0.58,-0.24
-0.08498,-0.62,-0.24
-0.08496,-0.54,-0.2
-0.08494,-0.54,-0.2
-0.08492,-0.54,-0.24
-0.0849,-0.54,-0.24
-0.08488,-0.58,-0.24
-0.08486,-0.54,-0.24
-0.08484,-0.54,-0.24
-0.08482,-0.54,-0.24
-0.0848,-0.54,-0.28
-0.08478,-0.46,-0.24
-0.08476,-0.54,-0.2
-0.08474,-0.5,-0.24
-0.08472,-0.5,-0.24
-0.0847,-0.46,-0.24
-0.08468,-0.46,-0.28
-0.08466,-0.46,-0.24
-0.08464,-0.46,-0.24
-0.08462,-0.46,-0.28
-0.0846,-0.46,-0.28
-0.08458,-0.5,-0.28
-0.08456,-0.46,-0.28
-0.08454,-0.46,-0.28
-0.08452,-0.46,-0.24
-0.0845,-0.42,-0.24
-0.08448,-0.42,-0.24
-0.08446,-0.42,-0.28
-0.08444,-0.38,-0.24
-0.08442,-0.42,-0.24
-0.0844,-0.38,-0.28
-0.08438,-0.38,-0.28
-0.08436,-0.34,-0.28
-0.08434,-0.38,-0.28
-0.08432,-0.38,-0.28
-0.0843,-0.34,-0.24
-0.08428,-0.34,-0.24
-0.08426,-0.34,-0.24
-0.08424,-0.34,-0.28
-0.08422,-0.3,-0.28
-0.0842,-0.3,-0.24
-0.08418,-0.34,-0.24
-0.08416,-0.3,-0.24
-0.08414,-0.3,-0.24
-0.08412,-0.3,-0.28
-0.0841,-0.26,-0.24
-0.08408,-0.26,-0.24
-0.08406,-0.26,-0.28
-0.08404,-0.22,-0.24
-0.08402,-0.26,-0.28
-0.084,-0.22,-0.24
-0.08398,-0.22,-0.24
-0.08396,-0.22,-0.24
-0.08394,-0.18,-0.24
-0.08392,-0.22,-0.28
-0.0839,-0.18,-0.24
-0.08388,-0.22,-0.24
-0.08386,-0.18,-0.24
-0.08384,-0.18,-0.28
-0.08382,-0.18,-0.24
-0.0838,-0.14,-0.24
-0.08378,-0.18,-0.24
-0.08376,-0.14,-0.28
-0.08374,-0.14,-0.24
-0.08372,-0.14,-0.24
-0.0837,-0.09999999,-0.24
-0.08368,-0.09999999,-0.24
-0.08366,-0.09999999,-0.28
-0.08364,-0.09999999,-0.24
-0.08362,-0.09999999,-0.28
-0.0836,-0.09999999,-0.24
-0.08358,-0.06,-0.24
-0.08356,-0.06,-0.28
-0.08354,-0.06,-0.24
-0.08352,-0.09999999,-0.28
-0.0835,-0.02,-0.2
-0.08348,-0.06,-0.24
-0.08346,-0.02,-0.24
-0.08344,-0.02,-0.24
-0.08342,-0.02,-0.24
-0.0834,0.02,-0.24
-0.08338,0.02,-0.24
-0.08336,0.02,-0.24
-0.08334,0.02,-0.24
-0.08332,0.06,-0.24
-0.0833,0.02,-0.24
-0.08328,0.02,-0.24
-0.08326,0.06,-0.24
-0.08324,0.06,-0.24
-0.08322,0.06,-0.24
-0.0832,0.06,-0.24
-0.08318,0.06,-0.24
-0.08316,0.09999999,-0.24
-0.08314,0.06,-0.24
-0.08312,0.09999999,-0.24
-0.0831,0.06,-0.24
-0.08308,0.09999999,-0.24
-0.08306,0.14,-0.24
-0.08304,0.09999999,-0.24
-0.08302,0.09999999,-0.24
-0.083,0.14,-0.24
-0.08298,0.14,-0.24
-0.08296,0.14,-0.24
-0.08294,0.09999999,-0.24
-0.08292,0.18,-0.24
-0.0829,0.18,-0.2
-0.08288,0.18,-0.2
-0.08286,0.18,-0.24
-0.08284,0.18,-0.24
-0.08282,0.18,-0.24
-0.0828,0.22,-0.2
-0.08278,0.22,-0.2
-0.08276,0.22,-0.2
-0.08274,0.26,-0.2
-0.08272,0.26,-0.2
-0.0827,0.22,-0.2
-0.08268,0.26,-0.2
-0.08266,0.26,-0.2
-0.08264,0.22,-0.24
-0.08262,0.3,-0.2
-0.0826,0.3,-0.24
-0.08258,0.26,-0.16
-0.08256,0.3,-0.24
-0.08254,0.3,-0.2
-0.08252,0.3,-0.2
-0.0825,0.34,-0.2
-0.08248,0.3,-0.2
-0.08246,0.3,-0.2
-0.08244,0.34,-0.16
-0.08242,0.38,-0.2
-0.0824,0.38,-0.2
-0.08238,0.34,-0.2
-0.08236,0.38,-0.2
-0.08234,0.38,-0.2
-0.08232,0.38,-0.16
-0.0823,0.34,-0.2
-0.08228,0.46,-0.2
-0.08226,0.42,-0.2
-0.08224,0.42,-0.2
-0.08222,0.46,-0.2
-0.0822,0.46,-0.2
-0.08218,0.42,-0.2
-0.08216,0.46,-0.2
-0.08214,0.5,-0.2
-0.08212,0.46,-0.16
-0.0821,0.46,-0.2
-0.08208,0.46,-0.16
-0.08206,0.42,-0.16
-0.08204,0.5,-0.2
-0.08202,0.5,-0.2
-0.082,0.5,-0.2
-0.08198,0.5,-0.2
-0.08196,0.5,-0.16
-0.08194,0.5,-0.16
-0.08192,0.5,-0.16
-0.0819,0.5,-0.16
-0.08188,0.54,-0.16
-0.08186,0.58,-0.2
-0.08184,0.58,-0.2
-0.08182,0.54,-0.16
-0.0818,0.62,-0.2
-0.08178,0.58,-0.2
-0.08176,0.58,-0.16
-0.08174,0.58,-0.16
-0.08172,0.62,-0.16
-0.0817,0.62,-0.16
-0.08168,0.58,-0.16
-0.08166,0.62,-0.12
-0.08164,0.62,-0.16
