Model,MDO34,
-0.0884,-0.32,-0.04
-0.08838,-0.28,-0.04
-0.08836,-0.24,-0.04
-0.08834,-0.2,-0.04
-0.08832,-0.16,-0.04
-0.0883,-0.12,-0.04
-0.08828,-0.08,-0.04
-0.08826,-0.04,-0.04
-0.08824,0,-0.08
-0.08822,0.08,-0.04
-0.0882,0.08,-0.04
-0.08818,0.12,-0.04
-0.08816,0.16,0
-0.08814,0.2,-0.04
-0.08812,0.24,0
-0.0881,0.32,-0.04
-0.08808,0.32,-0.08
-0.08806,0.32,0
-0.08804,0.4,-0.04
-0.08802,0.44,-0.04
-0.088,0.48,-0.04
-0.08798,0.52,-0.04
-0.08796,0.56,0
-0.08794,0.6,-0.04
-0.08792,0.6,0
-0.0879,0.68,-0.04
-0.08788,0.72,-0.04
-0.08786,0.72,0
-0.08784,0.76,-0.04
-0.08782,0.76,0
-0.0878,0.76,0
-0.08778,0.84,-0.04
-0.08776,0.84,0
-0.08774,0.88,-0.04
-0.08772,0.92,-0.04
-0.0877,0.92,-0.04
-0.08768,0.92,0
-0.08766,0.96,0
-0.08764,0.92,0
-0.08762,0.96,0
-0.0876,1,0
-0.08758,0.96,0.04
-0.08756,1,0
-0.08754,0.96,0
-0.08752,0.96,0
-0.0875,1.04,0.04
-0.08748,1,0.04
-0.08746,0.96,0
-0.08744,1,0
-0.08742,0.96,0.04
-0.0874,0.96,0.04
-0.08738,0.96,0
-0.08736,0.96,0.04
-0.08734,0.92,0.04
-0.08732,0.92,0.04
-0.0873,0.92,0
-0.08728,0.88,0.04
-0.08726,0.88,0.04
-0.08724,0.84,0.04
-0.08722,0.8,0.04
-0.0872,0.8,0.04
-0.08718,0.72,0
-0.08716,0.72,0.08
-0.08714,0.68,0.04
-0.08712,0.68,0.04
-0.0871,0.6,0.08
-0.08708,0.6,0
-0.08706,0.52,0.04
-0.08704,0.52,0.04
-0.08702,0.44,0.04
-0.087,0.44,0.04
-0.08698,0.4,0.08
-0.08696,0.36,0.04
-0.08694,0.28,0.04
-0.08692,0.32,0.04
-0.0869,0.2,0.04
-0.08688,0.2,0.04
-0.08686,0.16,0.08
-0.08684,0.12,0.08
-0.08682,0.04,0.08
-0.0868,0,0.04
-0.08678,0,0.04
-0.08676,-0.04,0.08
-0.08674,-0.08,0.08
-0.08672,-0.12,0.08
-0.0867,-0.2,0.08
-0.08668,-0.2,0.04
-0.08666,-0.24,0.08
-0.08664,-0.28,0.04
-0.08662,-0.36,0.04
-0.0866,-0.36,0.04
-0.08658,-0.44,0.08
-0.08656,-0.44,0.08
-0.08654,-0.48,0.08
-0.08652,-0.56,0.04
-0.0865,-0.6,0.04
-0.08648,-0.64,0.04
-0.08646,-0.64,0.04
-0.08644,-0.68,0.04
-0.08642,-0.72,0.04
-0.0864,-0.72,0.04
-0.08638,-0.76,0.04
-0.08636,-0.8,0.04
-0.08634,-0.8,0.04
-0.08632,-0.88,0.04
-0.0863,-0.88,0.04
-0.08628,-0.92,0.04
-0.08626,-0.88,0.04
-0.08624,-0.92,0
-0.08622,-0.96,0
-0.0862,-0.96,0.04
-0.08618,-1,0.04
-0.08616,-1,0
-0.08614,-1,0
-0.08612,-1,0.04
-0.0861,-1,0
-0.08608,-1,0
-0.08606,-1.04,0
-0.08604,-1.04,0
-0.08602,-1,0
-0.086,-1,-0.04
-0.08598,-1.04,0
-0.08596,-1,0
-0.08594,-1,0
-0.08592,-0.92,-0.04
-0.0859,-0.96,0
-0.08588,-0.92,-0.04
-0.08586,-0.96,0
-0.08584,-0.92,0
-0.08582,-0.88,-0.04
-0.0858,-0.88,0
-0.08578,-0.84,0
-0.08576,-0.84,-0.04
-0.08574,-0.84,0
-0.08572,-0.76,-0.04
-0.0857,-0.8,-0.04
-0.08568,-0.72,0
-0.08566,-0.72,0
-0.08564,-0.68,0
-0.08562,-0.64,-0.04
-0.0856,-0.6,-0.04
-0.08558,-0.56,0
-0.08556,-0.52,-0.04
-0.08554,-0.52,-0.08
-0.08552,-0.48,-0.04
-0.0855,-0.4,-0.04
-0.08548,-0.4,-0.04
-0.08546,-0.32,-0.04
-0.08544,-0.32,-0.04
-0.08542,-0.24,0
-0.0854,-0.2,0
-0.08538,-0.16,-0.08
-0.08536,-0.16,-0.08
-0.08534,-0.08,0
-0.08532,-0.04,-0.04
-0.0853,0,-0.04
-0.08528,0.04,-0.08
-0.08526,0.08,0
-0.08524,0.16,-0.04
-0.08522,0.2,-0.04
-0.0852,0.16,-0.04
-0.08518,0.28,-0.04
-0.08516,0.28,-0.04
-0.08514,0.32,-0.04
-0.08512,0.32,-0.04
-0.0851,0.4,-0.04
-0.08508,0.44,0
-0.08506,0.48,0
-0.08504,0.52,0
-0.08502,0.56,-0.04
-0.085,0.56,0
-0.08498,0.64,0
-0.08496,0.64,0
-0.08494,0.68,0
-0.08492,0.72,0
-0.0849,0.72,-0.04
-0.08488,0.8,-0.04
-0.08486,0.8,0
-0.08484,0.8,-0.04
-0.08482,0.84,0
-0.0848,0.84,0
-0.08478,0.92,0
-0.08476,0.92,0
-0.08474,0.92,0
-0.08472,0.96,0
-0.0847,0.96,0.04
-0.08468,0.96,0.04
-0.08466,0.96,0
-0.08464,1,0
-0.08462,1,0
-0.0846,1,0
-0.08458,1,0.04
-0.08456,1,0
-0.08454,1,0
-0.08452,0.96,0.04
-0.0845,1,0
-0.08448,0.96,0.04
-0.08446,0.96,0.08
-0.08444,0.96,0.04
-0.08442,0.96,0.04
-0.0844,0.96,0.04
-0.08438,0.92,0
-0.08436,0.88,0.08
-0.08434,0.84,0.04
-0.08432,0.88,0.04
-0.0843,0.84,0.04
-0.08428,0.8,0.04
-0.08426,0.8,0.04
-0.08424,0.76,0.04
-0.08422,0.72,0.04
-0.0842,0.72,0.04
-0.08418,0.64,0.04
-0.08416,0.68,0.04
-0.08414,0.6,0.04
-0.08412,0.56,0.08
-0.0841,0.52,0.08
-0.08408,0.48,0.04
-0.08406,0.44,0.04
-0.08404,0.44,0.04
-0.08402,0.4,0.04
-0.084,0.32,0.04
-0.08398,0.28,0.04
-0.08396,0.24,0.04
-0.08394,0.2,0.08
-0.08392,0.16,0.04
-0.0839,0.12,0.08
-0.08388,0.04,0.04
-0.08386,0.04,0.04
-0.08384,-0.04,0.08
-0.08382,-0.08,0.08
-0.0838,-0.12,0.04
-0.08378,-0.16,0.04
-0.08376,-0.16,0.08
-0.08374,-0.24,0.08
-0.08372,-0.28,0.08
-0.0837,-0.32,0.04
-0.08368,-0.36,0.08
-0.08366,-0.4,0.04
-0.08364,-0.44,0.08
-0.08362,-0.44,0.04
-0.0836,-0.52,0.04
-0.08358,-0.52,0.04
-0.08356,-0.6,0.04
-0.08354,-0.6,0.08
-0.08352,-0.64,0.08
-0.0835,-0.68,0.08
-0.08348,-0.72,0.04
-0.08346,-0.72,0
-0.08344,-0.8,0.04
-0.08342,-0.76,0
-0.0834,-0.84,0.04
-0.08338,-0.88,0.04
-0.08336,-0.88,0
-0.08334,-0.88,0.04
-0.08332,-0.92,0.04
-0.0833,-0.96,0
-0.08328,-0.92,0
-0.08326,-0.96,0
-0.08324,-1,0
-0.08322,-1,0
-0.0832,-1,0
-0.08318,-1,0
-0.08316,-1.04,0
-0.08314,-1.04,0
-0.08312,-1.04,0
-0.0831,-1.04,0
-0.08308,-1,0
-0.08306,-1.04,0
-0.08304,-1,0
-0.08302,-1.04,0
-0.083,-1.04,0
-0.08298,-0.96,0
-0.08296,-1,-0.04
-0.08294,-0.96,-0.04
-0.08292,-0.96,-0.04
-0.0829,-0.92,0
-0.08288,-0.88,-0.04
-0.08286,-0.88,0
-0.08284,-0.88,-0.04
-0.08282,-0.88,-0.04
-0.0828,-0.84,0
-0.08278,-0.8,0
-0.08276,-0.76,0
-0.08274,-0.76,-0.04
-0.08272,-0.68,-0.04
-0.0827,-0.68,0
-0.08268,-0.64,0
-0.08266,-0.6,-0.04
-0.08264,-0.6,0
-0.08262,-0.56,-0.04
-0.0826,-0.48,-0.04
-0.08258,-0.44,0
-0.08256,-0.4,-0.04
-0.08254,-0.4,-0.04
-0.08252,-0.36,0
-0.0825,-0.32,0
-0.08248,-0.28,-0.04
-0.08246,-0.24,-0.04
-0.08244,-0.2,-0.04
-0.08242,-0.16,0
-0.0824,-0.08,-0.04
-0.08238,-0.04,-0.04
-0.08236,0.04,-0.04
-0.08234,0.04,-0.04
-0.08232,0.08,0
-0.0823,0.12,0
-0.08228,0.2,0
-0.08226,0.16,0
-0.08224,0.24,-0.08
-0.08222,0.28,0
-0.0822,0.36,-0.04
-0.08218,0.36,0
-0.08216,0.44,0
-0.08214,0.44,-0.04
-0.08212,0.48,0
-0.0821,0.56,-0.04
-0.08208,0.6,-0.04
-0.08206,0.6,0
-0.08204,0.64,-0.04
-0.08202,0.64,0
-0.082,0.68,-0.04
-0.08198,0.72,-0.04
-0.08196,0.72,-0.04
-0.08194,0.8,0
-0.08192,0.8,0
-0.0819,0.8,0
-0.08188,0.88,-0.04
-0.08186,0.88,-0.04
-0.08184,0.88,-0.04
-0.08182,0.92,-0.04
-0.0818,0.92,0
-0.08178,0.96,0
-0.08176,0.92,0
-0.08174,0.96,0
-0.08172,0.96,0
-0.0817,0.96,0
-0.08168,1,0
-0.08166,1,0
-0.08164,1,0
-0.08162,1,0
-0.0816,1,0.04
-0.08158,1,0.04
-0.08156,0.92,0
-0.08154,0.96,0
-0.08152,0.96,0.04
-0.0815,1,0
-0.08148,0.92,0.04
-0.08146,0.96,0.08
-0.08144,0.88,0.04
-0.08142,0.92,0.04
-0.0814,0.88,0.04
-0.08138,0.8,0.04
-0.08136,0.8,0.04
-0.08134,0.8,0.04
-0.08132,0.8,0
-0.0813,0.72,0.08
-0.08128,0.72,0.08
-0.08126,0.72,0.04
-0.08124,0.68,0.04
-0.08122,0.64,0.04
-0.0812,0.6,0.04
-0.08118,0.56,0.04
-0.08116,0.52,0.08
-0.08114,0.52,0.04
-0.08112,0.44,0.04
-0.0811,0.4,0.04
-0.08108,0.4,0.08
-0.08106,0.32,0
-0.08104,0.28,0.04
-0.08102,0.24,0.08
-0.081,0.2,0.04
-0.08098,0.16,0.08
-0.08096,0.08,0.08
-0.08094,0.08,0.04
-0.08092,0.04,0.04
-0.0809,0,0.04
-0.08088,-0.04,0.08
-0.08086,-0.08,0.08
-0.08084,-0.16,0.08
-0.08082,-0.16,0.04
-0.0808,-0.2,0.08
-0.08078,-0.28,0.04
-0.08076,-0.28,0.04
-0.08074,-0.36,0.04
-0.08072,-0.4,0.04
-0.0807,-0.44,0.08
-0.08068,-0.44,0.04
-0.08066,-0.52,0.08
-0.08064,-0.52,0.08
-0.08062,-0.56,0.04
-0.0806,-0.6,0.08
-0.08058,-0.64,0.04
-0.08056,-0.68,0.04
-0.08054,-0.72,0.08
-0.08052,-0.72,0.04
-0.0805,-0.76,0.04
-0.08048,-0.8,0.04
-0.08046,-0.84,0.04
-0.08044,-0.84,0.04
-0.08042,-0.88,0.04
-0.0804,-0.92,0.04
-0.08038,-0.92,0.04
-0.08036,-0.92,0.04
-0.08034,-0.96,0.04
-0.08032,-1,0
-0.0803,-1,0
-0.08028,-1,0
-0.08026,-1,0
-0.08024,-1.04,0
-0.08022,-1.04,0.04
-0.0802,-1.04,0.04
